"","Group.1","Visibility","Traits.ID","Genus","Morphospecies","Contributor","Latitude","Longitude","Caste","N","Head.width.across.eyes..mm.","Head.length..mm.","Clypeus.length..mm.","Mandible.length..mm.","Hind.femur.length..mm.","Scape.length..mm.","Weber.s.length..mm.","Pronotum.width..mm.","Inter.ocular.width..mm.","Max.eye.width..mm.","Whole.body.length..mm.","Sculpturing","Pilosity....","Number.of.Spines....","Dominant.colour.head..Fig..16.","Dominant.colour.mesosoma..Fig..16.","Dominant.colour.gaster..Fig..16.","Polymorphism","Queen.number","Worker.number....","Colony.type","Colony.founding","Nest.Site","Activity","Diet","Notes","Species","Invasive.To.Political.Region1","Political.Region1","Continent","username","Date.Of.Upload","Batch","Batch.Name"
"Pheidole.53","Pheidole","Public","Andersen&Hoffmann_2011_traits_183","Pheidole","True","Gibb, Heloise",-4.12946635117391,85.2355638104783,"Worker",1.49822064056939,0.594390725489362,0.763184966112554,0.192772572816216,0.40212636573,0.796781880633333,0.838187448830189,0.967201290668224,0.480104711604167,0.689922307393333,0.116429240297561,1.79643157894737,1.88157894736842,12.4042553191489,2.39416058394161,18.16,17.9494736842105,18.4989473684211,"Dimorphic (2)","Monogyny (1)",5000,"Monodomous (1)","Claustral independent (2)","Litter (6)","Diurnal (1)","Generalist (2)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","B gp., sp. SS 2","Native*","Brazil","South America","bgrossman","2017-02-22",141.900355871886,"Traits_1_February 2017"
"Platythyrea","Platythyrea","Public","Fayle&Yusah_noyear_traits_133","Platythyrea","True","Fayle, Tom",4.71,117.602,"Worker",1,NA,NA,NA,NA,NA,NA,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147","Native*",NA,NA,"bgrossman","2017-02-22",136,"Traits_1_February 2017"
"Pogonomyrmex","Pogonomyrmex","Public","Chick_noyear_traits_12","Pogonomyrmex","False","Chick, Lacy",32.26617908,-56.8335854285714,"Worker",1.42857142857143,2.21571428571429,1.97571428571429,0.483333333333333,0.983333333333333,2.28333333333333,1.48333333333333,2.15,1.06666666666667,1.93333333333333,0.25,NA,2,42.6666666666667,0,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA,"Actually from Wiescher et al. 2012, 4-8 individuals measured","badius","Native*",NA,NA,"bgrossman","2017-02-23",140,"Traits_3_February_2017"
"Prionopelta","Prionopelta","Public","Baccaro_noyear_traits_10","Prionopelta","True","Baccaro, Fabricio",-2.9434,-59.9531,"Worker",1,0.41,0.46,0.1,0.23,0.27,0.25,0.57,0.24,0.4,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sp","Native*",NA,NA,"bgrossman","2017-02-23",140,"Traits_3_February_2017"
"Probolomyrmex","Probolomyrmex","Public","Donoso_2014_traits_35","Probolomyrmex","False","Donoso, David",NA,NA,"Worker",1,0.448,0.772,NA,0.252,0.724,0.592,1.174,0.386,NA,0,NA,3,0,0,9,9,9,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist predator (1)","1","boliviensis","Native*",NA,NA,"bgrossman","2017-02-23",141,"Traits_4_February_2017"
"NA.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pseudomyrmex","Pseudomyrmex","Public","Vasconcelos&Pacheco_noyear_01_traits_143","Pseudomyrmex","False","Heraldo L. Vasconcelos & Renata Pacheco",-11.76727100125,-45.96033858,"Worker",3.625,0.90375,0.99375,0.07,0.46875,0.7925,0.4275,1.42875,0.5325,0.58375,0.33,NA,NA,14.75,0.25,16.75,18.125,18.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simplex","Native*","Brazil","South America","lgjohanson","2018-04-24",168,"Vasconcelos&Pacheco Traits"
"Pseudomyrmex.1","Pseudomyrmex","Public","Vasconcelos&Pacheco_noyear_01_traits_143","Pseudomyrmex","False","Heraldo L. Vasconcelos & Renata Pacheco",-11.76727100125,-45.96033858,"Worker",3.625,0.90375,0.99375,0.07,0.46875,0.7925,0.4275,1.42875,0.5325,0.58375,0.33,NA,NA,14.75,0.25,16.75,18.125,18.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simplex","Native*","Brazil","South America","lgjohanson","2018-04-24",168,"Vasconcelos&Pacheco Traits"
"Pseudomyrmex.2","Pseudomyrmex","Public","Vasconcelos&Pacheco_noyear_01_traits_143","Pseudomyrmex","False","Heraldo L. Vasconcelos & Renata Pacheco",-11.76727100125,-45.96033858,"Worker",3.625,0.90375,0.99375,0.07,0.46875,0.7925,0.4275,1.42875,0.5325,0.58375,0.33,NA,NA,14.75,0.25,16.75,18.125,18.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simplex","Native*","Brazil","South America","lgjohanson","2018-04-24",168,"Vasconcelos&Pacheco Traits"
"Pseudomyrmex.3","Pseudomyrmex","Public","Vasconcelos&Pacheco_noyear_01_traits_143","Pseudomyrmex","False","Heraldo L. Vasconcelos & Renata Pacheco",-11.76727100125,-45.96033858,"Worker",3.625,0.90375,0.99375,0.07,0.46875,0.7925,0.4275,1.42875,0.5325,0.58375,0.33,NA,NA,14.75,0.25,16.75,18.125,18.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simplex","Native*","Brazil","South America","lgjohanson","2018-04-24",168,"Vasconcelos&Pacheco Traits"
"Pseudomyrmex.4","Pseudomyrmex","Public","Vasconcelos&Pacheco_noyear_01_traits_143","Pseudomyrmex","False","Heraldo L. Vasconcelos & Renata Pacheco",-11.76727100125,-45.96033858,"Worker",3.625,0.90375,0.99375,0.07,0.46875,0.7925,0.4275,1.42875,0.5325,0.58375,0.33,NA,NA,14.75,0.25,16.75,18.125,18.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simplex","Native*","Brazil","South America","lgjohanson","2018-04-24",168,"Vasconcelos&Pacheco Traits"
"Pyramica","Pyramica","Public","Baccaro_noyear_traits_102","Pyramica","True","Baccaro, Fabricio",3.94877284,35.0966222222222,"Worker",1.66666666666667,0.380238095238095,0.530588235294118,0.160625,0.1775,0.3878,0.259375,0.5813975,0.2475,0.311875,0.03875,NA,2,13.1666666666667,2,16,16,16,NA,NA,NA,NA,NA,NA,NA,NA,"Actually from Wiescher et al. 2012, 4-8 individuals measured","un01","Native*",NA,NA,"bgrossman","2017-02-23",138.380952380952,"Traits_1_February 2017"
"Pyramica.1","Pyramica","Public","Baccaro_noyear_traits_102","Pyramica","True","Baccaro, Fabricio",3.94877284,35.0966222222222,"Worker",1.66666666666667,0.380238095238095,0.530588235294118,0.160625,0.1775,0.3878,0.259375,0.5813975,0.2475,0.311875,0.03875,NA,2,13.1666666666667,2,16,16,16,NA,NA,NA,NA,NA,NA,NA,NA,"Actually from Wiescher et al. 2012, 4-8 individuals measured","un01","Native*",NA,NA,"bgrossman","2017-02-23",138.380952380952,"Traits_1_February 2017"
"Pyramica.2","Pyramica","Public","Baccaro_noyear_traits_102","Pyramica","True","Baccaro, Fabricio",3.94877284,35.0966222222222,"Worker",1.66666666666667,0.380238095238095,0.530588235294118,0.160625,0.1775,0.3878,0.259375,0.5813975,0.2475,0.311875,0.03875,NA,2,13.1666666666667,2,16,16,16,NA,NA,NA,NA,NA,NA,NA,NA,"Actually from Wiescher et al. 2012, 4-8 individuals measured","un01","Native*",NA,NA,"bgrossman","2017-02-23",138.380952380952,"Traits_1_February 2017"
"Pyramica.3","Pyramica","Public","Baccaro_noyear_traits_102","Pyramica","True","Baccaro, Fabricio",3.94877284,35.0966222222222,"Worker",1.66666666666667,0.380238095238095,0.530588235294118,0.160625,0.1775,0.3878,0.259375,0.5813975,0.2475,0.311875,0.03875,NA,2,13.1666666666667,2,16,16,16,NA,NA,NA,NA,NA,NA,NA,NA,"Actually from Wiescher et al. 2012, 4-8 individuals measured","un01","Native*",NA,NA,"bgrossman","2017-02-23",138.380952380952,"Traits_1_February 2017"
"Rogeria","Rogeria","Public","Baccaro_noyear_traits_22","Rogeria","False","Donoso, David",-6.78606038142857,31.7951513342857,"Worker",1.26086956521739,0.559792960652174,0.64039337473913,0.172164502090909,0.344880952333333,0.5084226190625,0.4,0.6415,0.377777777777778,0.45,0.0968154761875,2.2,2.8,14.1428571428571,2,19.7142857142857,19.7142857142857,19.1428571428571,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","inermis","Native*","Brazil","South America","bgrossman","2017-02-23",143.130434782609,"Traits_4_February_2017"
"Rogeria.1","Rogeria","Public","Baccaro_noyear_traits_22","Rogeria","False","Donoso, David",-6.78606038142857,31.7951513342857,"Worker",1.26086956521739,0.559792960652174,0.64039337473913,0.172164502090909,0.344880952333333,0.5084226190625,0.4,0.6415,0.377777777777778,0.45,0.0968154761875,2.2,2.8,14.1428571428571,2,19.7142857142857,19.7142857142857,19.1428571428571,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","inermis","Native*","Brazil","South America","bgrossman","2017-02-23",143.130434782609,"Traits_4_February_2017"
"Rogeria.2","Rogeria","Public","Baccaro_noyear_traits_22","Rogeria","False","Donoso, David",-6.78606038142857,31.7951513342857,"Worker",1.26086956521739,0.559792960652174,0.64039337473913,0.172164502090909,0.344880952333333,0.5084226190625,0.4,0.6415,0.377777777777778,0.45,0.0968154761875,2.2,2.8,14.1428571428571,2,19.7142857142857,19.7142857142857,19.1428571428571,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","inermis","Native*","Brazil","South America","bgrossman","2017-02-23",143.130434782609,"Traits_4_February_2017"
"Rogeria.3","Rogeria","Public","Baccaro_noyear_traits_22","Rogeria","False","Donoso, David",-6.78606038142857,31.7951513342857,"Worker",1.26086956521739,0.559792960652174,0.64039337473913,0.172164502090909,0.344880952333333,0.5084226190625,0.4,0.6415,0.377777777777778,0.45,0.0968154761875,2.2,2.8,14.1428571428571,2,19.7142857142857,19.7142857142857,19.1428571428571,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","inermis","Native*","Brazil","South America","bgrossman","2017-02-23",143.130434782609,"Traits_4_February_2017"
"Rogeria.4","Rogeria","Public","Baccaro_noyear_traits_22","Rogeria","False","Donoso, David",-6.78606038142857,31.7951513342857,"Worker",1.26086956521739,0.559792960652174,0.64039337473913,0.172164502090909,0.344880952333333,0.5084226190625,0.4,0.6415,0.377777777777778,0.45,0.0968154761875,2.2,2.8,14.1428571428571,2,19.7142857142857,19.7142857142857,19.1428571428571,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","inermis","Native*","Brazil","South America","bgrossman","2017-02-23",143.130434782609,"Traits_4_February_2017"
"Rogeria.5","Rogeria","Public","Baccaro_noyear_traits_22","Rogeria","False","Donoso, David",-6.78606038142857,31.7951513342857,"Worker",1.26086956521739,0.559792960652174,0.64039337473913,0.172164502090909,0.344880952333333,0.5084226190625,0.4,0.6415,0.377777777777778,0.45,0.0968154761875,2.2,2.8,14.1428571428571,2,19.7142857142857,19.7142857142857,19.1428571428571,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","inermis","Native*","Brazil","South America","bgrossman","2017-02-23",143.130434782609,"Traits_4_February_2017"
"Rogeria.6","Rogeria","Public","Baccaro_noyear_traits_22","Rogeria","False","Donoso, David",-6.78606038142857,31.7951513342857,"Worker",1.26086956521739,0.559792960652174,0.64039337473913,0.172164502090909,0.344880952333333,0.5084226190625,0.4,0.6415,0.377777777777778,0.45,0.0968154761875,2.2,2.8,14.1428571428571,2,19.7142857142857,19.7142857142857,19.1428571428571,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","These ants from samples collected in Klimes_etal_noyear but were analysed separately at a later date to be included in a different publication","inermis","Native*","Brazil","South America","bgrossman","2017-02-23",143.130434782609,"Traits_4_February_2017"
"Sericomyrmex","Sericomyrmex","Public","Donoso_2014_traits_0","Sericomyrmex","False","Donoso, David",-9.25285,-44.78424333,"Worker",1.25,1.1275,0.9625,0.26,0.563333333333333,1.22333333333333,0.73,1.4675,0.77,0.926666666666667,0.136666666666667,4.5,NA,66.6666666666667,0,20.6666666666667,20.6666666666667,20.6666666666667,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Fungivore (7)","11425","amabilis","Native*","Brazil","South America","bgrossman","2017-02-23",147.75,"Traits_4_February_2017"
"Sericomyrmex.1","Sericomyrmex","Public","Donoso_2014_traits_0","Sericomyrmex","False","Donoso, David",-9.25285,-44.78424333,"Worker",1.25,1.1275,0.9625,0.26,0.563333333333333,1.22333333333333,0.73,1.4675,0.77,0.926666666666667,0.136666666666667,4.5,NA,66.6666666666667,0,20.6666666666667,20.6666666666667,20.6666666666667,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Fungivore (7)","11425","amabilis","Native*","Brazil","South America","bgrossman","2017-02-23",147.75,"Traits_4_February_2017"
"Sericomyrmex.2","Sericomyrmex","Public","Donoso_2014_traits_0","Sericomyrmex","False","Donoso, David",-9.25285,-44.78424333,"Worker",1.25,1.1275,0.9625,0.26,0.563333333333333,1.22333333333333,0.73,1.4675,0.77,0.926666666666667,0.136666666666667,4.5,NA,66.6666666666667,0,20.6666666666667,20.6666666666667,20.6666666666667,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Fungivore (7)","11425","amabilis","Native*","Brazil","South America","bgrossman","2017-02-23",147.75,"Traits_4_February_2017"
"Sericomyrmex.3","Sericomyrmex","Public","Donoso_2014_traits_0","Sericomyrmex","False","Donoso, David",-9.25285,-44.78424333,"Worker",1.25,1.1275,0.9625,0.26,0.563333333333333,1.22333333333333,0.73,1.4675,0.77,0.926666666666667,0.136666666666667,4.5,NA,66.6666666666667,0,20.6666666666667,20.6666666666667,20.6666666666667,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Fungivore (7)","11425","amabilis","Native*","Brazil","South America","bgrossman","2017-02-23",147.75,"Traits_4_February_2017"
"Sericomyrmex.4","Sericomyrmex","Public","Donoso_2014_traits_0","Sericomyrmex","False","Donoso, David",-9.25285,-44.78424333,"Worker",1.25,1.1275,0.9625,0.26,0.563333333333333,1.22333333333333,0.73,1.4675,0.77,0.926666666666667,0.136666666666667,4.5,NA,66.6666666666667,0,20.6666666666667,20.6666666666667,20.6666666666667,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Fungivore (7)","11425","amabilis","Native*","Brazil","South America","bgrossman","2017-02-23",147.75,"Traits_4_February_2017"
"Solenopsis","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.1","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.2","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.3","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.4","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.5","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.6","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.7","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.8","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.9","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.10","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.11","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.12","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.13","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.14","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.15","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
"Solenopsis.16","Solenopsis","Public","Andersen&Hoffmann_2011_traits_148","Solenopsis","True","Gibb, Heloise",1.80407361623377,29.0743195922078,"Worker",1.50925925925926,0.462424550152174,0.511404271423077,0.128962791592105,0.250014509363636,0.376738343950617,0.396965812,0.560476320759036,0.288819444486111,0.417030543029412,0.0483635412467532,1.32888888888889,1.28301886792453,17.7777777777778,0.352941176470588,17.2380952380952,17.2380952380952,17.6349206349206,"Monomorphic (1)","Monogyny (1)",NA,"Monodomous (1)",NA,"Litter (6)","Diurnal (1)","Generalist (2)","Eyes absent","molesta","Native*","Brazil","South America","bgrossman","2017-02-23",141.277777777778,"Traits_3_February_2017"
